name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
DOWNS,955,33494,12.42,40026.45,85.69,9.75,0.39,0.61,1.37,2.19
HATFIELD,956,33464,12.41,40038.85,93.68,2.77,0.36,0.61,1.32,1.26
BENITEZ,957,33441,12.4,40051.25,4.97,0.53,1.84,0.12,0.44,92.11
ARCHER,958,33411,12.39,40063.63,81.9,12.99,0.43,0.65,1.96,2.07
HUERTA,959,33348,12.36,40075.99,4.44,0.22,0.3,0.19,0.25,94.6
TRAVIS,960,33339,12.36,40088.35,76.04,20.02,0.49,0.42,1.45,1.58
MCNEIL,961,33239,12.32,40100.68,55.32,40.8,0.3,0.67,1.57,1.34
HINTON,962,33209,12.31,40112.99,55.63,40.04,0.31,1.14,1.7,1.18
ZHANG,963,33202,12.31,40125.29,0.61,0.09,98.16,0.02,0.96,0.16
HAYS,964,33194,12.3,40137.6,92.62,3.52,0.44,0.6,1.32,1.5
MAYO,965,33126,12.28,40149.88,67.05,22.51,1.74,0.91,1.91,5.87
FRITZ,966,33068,12.26,40162.14,94.65,2.1,0.45,0.41,0.94,1.45
BRANCH,967,33040,12.25,40174.38,49.23,46.39,0.27,0.49,1.76,1.86
MOONEY,968,32953,12.22,40186.6,92.39,3.97,0.49,0.6,1.26,1.29
EWING,969,32925,12.21,40198.8,78.68,17.11,0.56,0.43,1.57,1.64
RITTER,970,32864,12.18,40210.99,94.11,2.86,0.36,0.38,1.1,1.2
ESPARZA,971,32772,12.15,40223.14,5.4,0.14,0.15,0.35,0.23,93.72
FREY,972,32735,12.13,40235.27,96.24,0.87,0.43,0.29,0.97,1.2
BRAUN,973,32676,12.11,40247.38,95.97,0.5,0.54,0.24,0.96,1.78
GAY,974,32672,12.11,40259.5,73.81,21.5,0.65,0.74,1.46,1.84
RIDDLE,975,32654,12.1,40271.6,89.84,5.62,0.42,1.06,1.64,1.43
HANEY,976,32644,12.1,40283.7,88.96,7.03,0.36,0.82,1.51,1.31
KAISER,977,32567,12.07,40295.77,94.64,1.69,0.7,0.48,1.09,1.4
HOLDER,978,32466,12.04,40307.81,76.28,18.99,0.4,0.79,1.8,1.75
CHANEY,979,32433,12.02,40319.83,73.58,22.34,0.38,0.81,1.56,1.34
MCKNIGHT,980,32386,12.01,40331.84,62.47,33.86,0.38,0.42,1.62,1.24
GAMBLE,981,32377,12,40343.84,59.63,35.93,0.4,0.89,1.68,1.47
VANG,982,32333,11.99,40355.82,1.44,0.15,92.9,0.05,4.83,0.63
COOLEY,983,32287,11.97,40367.79,80.16,16.22,0.36,0.85,1.26,1.16
CARNEY,984,32282,11.97,40379.76,87.32,8.39,0.5,0.96,1.25,1.57
COWAN,985,32242,11.95,40391.71,81.67,14.38,0.42,0.58,1.39,1.55
FORBES,986,32228,11.95,40403.66,74.24,20.26,0.6,0.53,1.89,2.48
FERRELL,987,32174,11.93,40415.59,76.95,19.21,0.35,0.43,1.4,1.66
DAVIES,988,32165,11.92,40427.51,91.34,5.01,0.59,0.31,1.28,1.46
BARAJAS,989,32147,11.92,40439.43,3.28,0.17,0.17,0.18,0.23,95.97
SHEA,990,32069,11.89,40451.31,95.74,0.34,1.35,0.21,0.97,1.4
OSBORN,991,32044,11.88,40463.19,92.72,2.85,0.51,0.79,1.49,1.64
BRIGHT,992,32042,11.88,40475.07,73.21,22.33,0.72,0.62,1.67,1.44
CUEVAS,993,32015,11.87,40486.94,9.04,0.34,1.85,0.22,0.49,88.05
BOLTON,994,31995,11.86,40498.8,75.55,20.39,0.39,0.54,1.51,1.62
MURILLO,995,31964,11.85,40510.65,4.81,0.3,0.87,0.39,0.49,93.13
LUTZ,996,31940,11.84,40522.49,96.18,0.54,0.44,0.23,0.95,1.64
DUARTE,997,31896,11.82,40534.31,18.08,1.31,1.02,0.3,2.73,76.56
KIDD,998,31886,11.82,40546.13,76.98,18.85,0.84,0.52,1.65,1.16
KEY,999,31882,11.82,40557.95,71.31,23.7,0.72,0.9,1.68,1.69
COOKE,1000,31860,11.81,40569.76,80.5,15.06,0.44,1.16,1.37,1.47
